N,H,q,p,F,V,rho_m,rho_r,constraint_signed,constraint_abs,constraint_rel
-26.380000000000003,8.191753351396571e+20,7.861175747435279e-12,7.861177264734793e-12,1.0000000000000786,2.0997000000003654,2.110123174964691e+34,2.0131446680025935e+42,0.0,0.0,0.0
-26.36,7.870550108995689e+20,8.019982061207352e-12,8.019983489415874e-12,1.0000000000000802,2.099700000000373,1.9872391676759033e+34,1.858366750674268e+42,0.0,0.0,0.0
-26.339999999999996,7.56194142585894e+20,8.181996473522525e-12,8.181997781925337e-12,1.0000000000000817,2.0997000000003805,1.8715113678666168e+34,1.7154887251288127e+42,0.0,0.0,0.0
-26.32,7.265433462254376e+20,8.34728378997943e-12,8.347284902022685e-12,1.0000000000000835,2.099700000000388,1.7625230304565697e+34,1.5835956842084026e+42,-3.094850098213451e+26,3.094850098213451e+26,-1.9543183241972356e-16
-26.299999999999997,6.980551742182598e+20,8.515910129418571e-12,8.515911230451126e-12,1.0000000000000853,2.099700000000396,1.6598816797094005e+34,1.461843062160087e+42,0.0,0.0,0.0
-26.28,6.706840394114643e+20,8.687942950525238e-12,8.687944214978018e-12,1.0000000000000868,2.099700000000404,1.5632176958965817e+34,1.3494512265318928e+42,3.094850098213451e+26,3.094850098213451e+26,2.2934137977822324e-16
-26.259999999999998,6.44386142149948e+20,8.863451065999614e-12,8.863452406423285e-12,1.0000000000000886,2.099700000000412,1.4721829842666847e+34,1.2457004858630696e+42,-1.5474250491067253e+26,1.5474250491067253e+26,-1.2422127536917225e-16
-26.240000000000002,6.191194001876863e+20,9.042504682316667e-12,9.042505928153204e-12,1.0000000000000904,2.0997000000004205,1.3864497215285785e+34,1.1499264812019921e+42,0.0,0.0,0.0
-26.22,5.948433813470865e+20,9.225175415303042e-12,9.225176405326086e-12,1.0000000000000921,2.0997000000004284,1.3057091753333705e+34,1.0615159319404102e+42,-3.094850098213451e+26,3.094850098213451e+26,-2.9155003396776423e-16
-26.200000000000003,5.715192388189492e+20,9.41153633792678e-12,9.4115372455519e-12,1.0000000000000941,2.0997000000004378,1.2296705925045202e+34,9.799027087240517e+41,0.0,0.0,0.0
-26.18,5.491096489992173e+20,9.60166200088226e-12,9.601662783097452e-12,1.000000000000096,2.099700000000446,1.158060152012267e+34,9.045642082917029e+41,1.5474250491067253e+26,1.5474250491067253e+26,1.7106856706372624e-16
-26.159999999999997,5.2757875176330546e+20,9.79562845386595e-12,9.795629135591845e-12,1.000000000000098,2.0997000000004555,1.0906199789223344e+34,8.350180070303463e+41,0.0,0.0,0.0
-26.14,5.0689209308222384e+20,9.993513287180532e-12,9.993513916293103e-12,1.0000000000001,2.0997000000004644,1.0271072157674678e+34,7.708187718169156e+41,-1.5474250491067253e+26,1.5474250491067253e+26,-2.0075082302938607e-16
-26.119999999999997,4.870165698887608e+20,1.0195395658017168e-11,1.0195396169655016e-11,1.000000000000102,2.0997000000004737,9.672931479982496e+33,7.115554083658561e+41,0.0,0.0,0.0
-26.1,4.6792037710556325e+20,1.0401356322229909e-11,1.0401356867713256e-11,1.000000000000104,2.0997000000004835,9.10962380363835e+33,6.568484288223503e+41,7.737125245533627e+25,7.737125245533627e+25,1.177916365287134e-16
-26.08,4.495729567501714e+20,1.0611477669856265e-11,1.061147825140069e-11,1.0000000000001061,2.0997000000004933,8.5791206125613e+33,6.063475217442826e+41,-7.737125245533627e+25,7.737125245533627e+25,-1.276021564960763e-16
-26.060000000000002,4.3194494903578185e+20,1.0825843745226322e-11,1.08258439804379e-11,1.0000000000001084,2.0997000000005035,8.079511522251902e+33,5.597293089131823e+41,0.0,0.0,0.0
-26.04,4.1500814538927237e+20,1.1044540300339456e-11,1.1044540470183463e-11,1.0000000000001104,2.0997000000005133,7.608997400342109e+33,5.16695274609447e+41,0.0,0.0,0.0
-26.019999999999996,3.987354433115114e+20,1.1267654820775958e-11,1.1267655167051044e-11,1.0000000000001126,2.0997000000005235,7.16588388777683e+33,4.769698540927062e+41,-7.737125245533627e+25,7.737125245533627e+25,-1.6221413288289366e-16
-26.0,3.831008030075577e+20,1.1495276554361526e-11,1.1495277034931089e-11,1.000000000000115,2.0997000000005346,6.748575297291108e+33,4.402986690466327e+41,0.0,0.0,0.0
-25.979999999999997,3.680792057174173e+20,1.1727496556503516e-11,1.1727497127589398e-11,1.0000000000001172,2.099700000000545,6.355568867211529e+33,4.0644689868922094e+41,0.0,0.0,0.0
-25.96,3.5364661368072805e+20,1.196440771772769e-11,1.1964408479917756e-11,1.0000000000001197,2.0997000000005563,5.985449349892024e+33,3.7519777611817874e+41,-7.737125245533627e+25,7.737125245533627e+25,-2.0621457840592095e-16
-25.939999999999998,3.397799316711721e+20,1.2206104800910827e-11,1.2206105592353772e-11,1.0000000000001221,2.0997000000005674,5.636883915293193e+33,3.4635120026259976e+41,3.8685626227668134e+25,3.8685626227668134e+25,1.1169479294059476e-16
-25.92,3.2645697003922784e+20,1.2452684491491905e-11,1.2452685378202349e-11,1.0000000000001246,2.0997000000005785,5.308617351354711e+33,3.197224545530422e+41,3.8685626227668134e+25,3.8685626227668134e+25,1.2099752467939531e-16
-25.9,3.1365640920395704e+20,1.2704245423333988e-11,1.2704246345875625e-11,1.000000000000127,2.0997000000005905,4.9994675438757377e+33,2.9514102410476783e+41,3.8685626227668134e+25,3.8685626227668134e+25,1.3107505366190707e-16
-25.880000000000003,3.013577655371647e+20,1.2960888219552025e-11,1.296088894819608e-11,1.0000000000001297,2.0997000000006025,4.708321219627846e+33,2.7244950384040765e+41,-7.737125245533627e+25,7.737125245533627e+25,-2.839838209563078e-16
-25.86,2.8954135858518793e+20,1.3222715545822737e-11,1.3222716326618233e-11,1.0000000000001321,2.0997000000006145,4.4341299373675666e+33,2.5150259056000564e+41,0.0,0.0,0.0
-25.839999999999996,2.7818827957600177e+20,1.348983213586869e-11,1.3489832962867147e-11,1.000000000000135,2.0997000000006274,4.1759063123168516e+33,2.321661525045235e+41,3.8685626227668134e+25,3.8685626227668134e+25,1.6662905042149534e-16
-25.82,2.6728036116113677e+20,1.3762344838241551e-11,1.3762345710930235e-11,1.0000000000001377,2.09970000000064,3.932720460510703e+33,2.1431637045462167e+41,0.0,0.0,0.0
-25.799999999999997,2.5680014834403407e+20,1.4040362663466668e-11,1.4040363484097524e-11,1.0000000000001403,2.0997000000006527,3.7036966502100324e+33,1.978389448649126e+41,0.0,0.0,0.0
-25.78,2.4673087054835404e+20,1.432399681855021e-11,1.432399756320838e-11,1.0000000000001432,2.099700000000666,3.4880101483226374e+33,1.826283639566881e+41,3.8685626227668134e+25,3.8685626227668134e+25,2.1182703853158266e-16
-25.759999999999998,2.3705641478144642e+20,1.461336076379919e-11,1.4613361487148812e-11,1.000000000000146,2.0997000000006794,3.284884250472187e+33,1.6858722808226457e+41,-3.8685626227668134e+25,3.8685626227668134e+25,-2.2946949133661663e-16
-25.740000000000002,2.2776129985015313e+20,1.4908570242819423e-11,1.4908570729164746e-11,1.000000000000149,2.099700000000693,3.0935874840241767e+33,1.5562562603475297e+41,1.9342813113834067e+25,1.9342813113834067e+25,1.2429066614652876e-16
-25.72,2.1883065158756863e+20,1.5209743346078344e-11,1.5209743582309853e-11,1.000000000000152,2.0997000000007073,2.913430973994092e+33,1.4366055930933227e+41,0.0,0.0,0.0
-25.699999999999996,2.1025017905122348e+20,1.5517000551713082e-11,1.551700097915348e-11,1.0000000000001552,2.0997000000007215,2.743765962353443e+33,1.3261541062948976e+41,1.9342813113834067e+25,1.9342813113834067e+25,1.4585644776744245e-16
-25.68,2.020061516545166e+20,1.5830464763776784e-11,1.583046516322815e-11,1.0000000000001583,2.099700000000736,2.5839814718001217e+33,1.2241945333485995e+41,0.0,0.0,0.0
-25.659999999999997,1.940853771948395e+20,1.615026137312924e-11,1.615026177859404e-11,1.0000000000001614,2.099700000000751,2.4335021055801763e+33,1.1300739848912376e+41,0.0,0.0,0.0
-25.64,1.8647518074325765e+20,1.6476518305750186e-11,1.647651891598989e-11,1.0000000000001648,2.099700000000766,2.2917859754380295e+33,1.0431897680794021e+41,1.9342813113834067e+25,1.9342813113834067e+25,1.854198850560342e-16
-25.619999999999997,1.7916338436189756e+20,1.6809366067012684e-11,1.6809366739258565e-11,1.000000000000168,2.0997000000007815,2.1583227502332826e+33,9.629855272973677e+40,-1.9342813113834067e+25,1.9342813113834067e+25,-2.0086296348183796e-16
-25.6,1.7213828761666994e+20,1.7148937800988876e-11,1.7148938491258605e-11,1.0000000000001714,2.0997000000007975,2.0326318181977735e+33,8.88947681581968e+40,1.9342813113834067e+25,1.9342813113834067e+25,2.1759225061622e-16
-25.58,1.6538864885405778e+20,1.7495369338890145e-11,1.7495370061580563e-11,1.000000000000175,2.0997000000008135,1.914260556213498e+33,8.206021359508065e+40,0.0,0.0,0.0
-25.560000000000002,1.5890366721209283e+20,1.784879925895566e-11,1.784880003273e-11,1.0000000000001785,2.09970000000083,1.8027826998811508e+33,7.5751124557599e+40,-9.671406556917033e+24,9.671406556917033e+24,-1.276734356517138e-16
-25.54,1.5267296533665264e+20,1.8209368939951194e-11,1.8209369875157106e-11,1.000000000000182,2.0997000000008468,1.697796808507321e+33,6.992710133628888e+40,-9.671406556917033e+24,9.671406556917033e+24,-1.3830698166064085e-16
-25.519999999999996,1.4668657277549643e+20,1.8577222614213113e-11,1.857722371920494e-11,1.0000000000001859,2.0997000000008637,1.5989248194846968e+33,6.455085029896222e+40,-9.671406556917033e+24,9.671406556917033e+24,-1.4982616452864522e-16
-25.5,1.4093491002340729e+20,1.8952507426649265e-11,1.8952508495596585e-11,1.0000000000001896,2.0997000000008814,1.5058106868583023e+33,5.958794508412963e+40,0.0,0.0,0.0
-25.479999999999997,1.3540877319293406e+20,1.933537349535068e-11,1.933537454016136e-11,1.0000000000001934,2.099700000000899,1.4181190991752834e+33,5.500660615474855e+40,-9.671406556917033e+24,9.671406556917033e+24,-1.7582263265563598e-16
-25.46,1.300993192862222e+20,1.9725973969251052e-11,1.972597492980873e-11,1.0000000000001972,2.099700000000917,1.3355342720017224e+33,5.077749730070092e+40,0.0,0.0,0.0
-25.439999999999998,1.2499805204431476e+20,2.0124465094181062e-11,2.0124465969676263e-11,1.0000000000002012,2.0997000000009356,1.2577588107574784e+33,4.68735377868797e+40,9.671406556917033e+24,9.671406556917033e+24,2.063297705707004e-16
-25.42,1.2009680835134056e+20,2.0531006272964618e-11,2.053100701400125e-11,1.0000000000002054,2.0997000000009547,1.1845126397745103e+33,4.3269728944041e+40,4.835703278458517e+24,4.835703278458517e+24,1.1175718600720928e-16
-25.4,1.1538774517177283e+20,2.0945760122978768e-11,2.0945760715063978e-11,1.0000000000002094,2.099700000000974,1.1155319937218704e+33,3.994299409196269e+40,0.0,0.0,0.0
-25.380000000000003,1.1086332699991294e+20,2.136889255631577e-11,2.136889302582722e-11,1.0000000000002136,2.0997000000009933,1.0505684677658118e+33,3.6872030769916163e+40,4.835703278458517e+24,4.835703278458517e+24,1.311482725443948e-16
-25.36,1.0651631380146029e+20,2.1800572830859646e-11,2.1800573280121913e-11,1.000000000000218,2.0997000000010133,9.893881230437722e+32,3.4037174328180198e+40,0.0,0.0,0.0
-25.339999999999996,1.0233974942792425e+20,2.2240973623522867e-11,2.2240974075049476e-11,1.0000000000002225,2.099700000001034,9.317706442320982e+32,3.1420272007154307e+40,-4.835703278458517e+24,4.835703278458517e+24,-1.5390392336368962e-16
-25.32,9.832695048529745e+19,2.269027110185052e-11,2.2690271451451946e-11,1.000000000000227,2.099700000001055,8.775085461727599e+32,2.900456669771903e+40,-4.835703278458517e+24,4.835703278458517e+24,-1.6672212974444162e-16
-25.299999999999997,9.447149563919545e+19,2.3148644991408426e-11,2.3148645365837495e-11,1.0000000000002316,2.099700000001077,8.264064267025677e+32,2.677458963852555e+40,-4.835703278458517e+24,4.835703278458517e+24,-1.8060792693699943e-16
-25.28,9.076721533936168e+19,2.3616278648363705e-11,2.3616279108455152e-11,1.0000000000002363,2.099700000001098,7.782802629945785e+32,2.471606136311757e+40,4.835703278458517e+24,4.835703278458517e+24,1.9565023144844017e-16
-25.259999999999998,8.720818194705978e+19,2.4093359132969068e-11,2.4093359630977205e-11,1.000000000000241,2.0997000000011203,7.32956748876914e+32,2.2815800262588697e+40,0.0,0.0,0.0
-25.240000000000002,8.378870024959766e+19,2.4580077284034564e-11,2.458007777680012e-11,1.0000000000002458,2.099700000001143,6.902726707434926e+32,2.1061638178288462e+40,0.0,0.0,0.0
-25.22,8.050329834676185e+19,2.507662779180217e-11,2.5076628166481644e-11,1.0000000000002507,2.0997000000011656,6.500743198086975e+32,1.944234248405868e+40,-2.4178516392292583e+24,2.4178516392292583e+24,-1.2436009500235985e-16
-25.199999999999996,7.73467188946186e+19,2.5583209283080607e-11,2.558320964578463e-11,1.0000000000002558,2.099700000001189,6.122169385897344e+32,1.7947544159081692e+40,4.835703278458517e+24,4.835703278458517e+24,2.6943536511978394e-16
-25.18,7.431391069263797e+19,2.6100024399153588e-11,2.6100024665897344e-11,1.000000000000261,2.099700000001213,5.765641996233365e+32,1.656767139074456e+40,0.0,0.0,0.0
-25.159999999999997,7.140002060069239e+19,2.6627279867133186e-11,2.662727990776935e-11,1.0000000000002662,2.099700000001238,5.429877145396459e+32,1.5293888282358323e+40,0.0,0.0,0.0
-25.14,6.860038577300452e+19,2.7165186599249836e-11,2.7165186474495558e-11,1.0000000000002716,2.099700000001263,5.11366571725413e+32,1.4118038273256219e+40,2.4178516392292583e+24,2.4178516392292583e+24,1.7125973912628396e-16
-25.119999999999997,6.59105261965909e+19,2.771395976703206e-11,2.7713959548013132e-11,1.0000000000002771,2.099700000001288,4.815869009115519e+32,1.3032591908954808e+40,0.0,0.0,0.0
-25.1,6.332613752229339e+19,2.8273818889344434e-11,2.8273818758732848e-11,1.0000000000002827,2.0997000000013144,4.535414631172633e+32,1.2030598626942584e+40,0.0,0.0,0.0
-25.08,6.084308417689456e+19,2.8844987914188708e-11,2.8844987802050966e-11,1.0000000000002884,2.099700000001341,4.271292644737402e+32,1.1105642249347175e+40,-2.4178516392292583e+24,2.4178516392292583e+24,-2.1771379736092737e-16
-25.060000000000002,5.8457392745325625e+19,2.9427695324315736e-11,2.942769533711231e-11,1.0000000000002942,2.099700000001368,4.0225519253729994e+32,1.0251799897494587e+40,1.2089258196146292e+24,1.2089258196146292e+24,1.179232704761266e-16
-25.04,5.6165245612347515e+19,3.00221742073155e-11,3.00221745021214e-11,1.0000000000003002,2.0997000000013957,3.788296737817316e+32,9.463604065261973e+39,0.0,0.0,0.0
-25.019999999999996,5.396297485355812e+19,3.06286623638331e-11,3.0628662705214264e-11,1.0000000000003062,2.099700000001424,3.567683510369197e+32,8.736007608374237e+39,-1.2089258196146292e+24,1.2089258196146292e+24,-1.3838423962504906e-16
-25.0,5.1847056365928006e+19,3.124740239075469e-11,3.124740257505538e-11,1.0000000000003124,2.0997000000014525,3.359917797119101e+32,8.064351425448406e+39,1.2089258196146292e+24,1.2089258196146292e+24,1.499098570321703e-16
-24.979999999999997,4.981410422848162e+19,3.187864179666508e-11,3.187864206427117e-11,1.0000000000003189,2.0997000000014823,3.1642514170852796e+32,7.444334623837697e+39,0.0,0.0,0.0
-24.96,4.78608652841066e+19,3.2522633084543373e-11,3.2522633395308e-11,1.0000000000003253,2.099700000001512,2.97997975995461e+32,6.871986979236695e+39,1.2089258196146292e+24,1.2089258196146292e+24,1.7592084659695528e-16
-24.939999999999998,4.5984213933802504e+19,3.317963386176986e-11,3.3179634220549613e-11,1.0000000000003317,2.0997000000015427,2.806439248724148e+32,6.343643512689433e+39,0.0,0.0,0.0
-24.92,4.418114713506119e+19,3.3849906933509926e-11,3.3849907282981986e-11,1.0000000000003384,2.0997000000015738,2.6430049501072586e+32,5.855921022213246e+39,0.0,0.0,0.0
-24.9,4.2448779596352815e+19,3.453372042241479e-11,3.453372076991106e-11,1.0000000000003453,2.0997000000016053,2.4890883240985816e+32,5.405696418754118e+39,0.0,0.0,0.0
-24.880000000000003,4.07843391600489e+19,3.5231347854062366e-11,3.523134812359869e-11,1.0000000000003524,2.099700000001638,2.3441351045947613e+32,4.990086727755702e+39,-1.2089258196146292e+24,1.2089258196146292e+24,-2.422654812991684e-16
-24.86,3.918516236637386e+19,3.5943068297214965e-11,3.5943068556635316e-11,1.0000000000003595,2.099700000001671,2.2076233034371132e+32,4.606430628278229e+39,0.0,0.0,0.0
-24.839999999999996,3.764869019130527e+19,3.6669166446801683e-11,3.6669166769593046e-11,1.0000000000003666,2.0997000000017048,2.079061330691137e+32,4.252271411459641e+39,0.0,0.0,0.0
-24.82,3.6172463951587607e+19,3.740993275252304e-11,3.7409933021688446e-11,1.0000000000003741,2.0997000000017394,1.9579862243914373e+32,3.9253412491910293e+39,0.0,0.0,0.0
-24.799999999999997,3.475412137031311e+19,3.816566353083104e-11,3.8165663801869454e-11,1.0000000000003817,2.0997000000017745,1.8439619833783558e+32,3.62354667227393e+39,0.0,0.0,0.0
-24.78,3.3391392796778287e+19,3.893666108136255e-11,3.893666136519777e-11,1.0000000000003895,2.0997000000018105,1.736577997223424e+32,3.344955165071016e+39,0.0,0.0,0.0
-24.759999999999998,3.2082097574554604e+19,3.972323381907613e-11,3.972323413525281e-11,1.0000000000003972,2.099700000001847,1.635447567587783e+32,3.0877827908074236e+39,0.0,0.0,0.0
-24.740000000000002,3.0824140551976817e+19,4.052569637817533e-11,4.052569667891729e-11,1.0000000000004052,2.099700000001884,1.5402065156907987e+32,2.850382768285724e+39,-6.044629098073146e+23,6.044629098073146e+23,-2.1206375644371875e-16
-24.72,2.9615508729449628e+19,4.134436975909091e-11,4.1344370219040494e-11,1.0000000000004134,2.0997000000019224,1.4505118708729627e+32,2.6312349268633097e+39,3.022314549036573e+23,3.022314549036573e+23,1.1486296231364553e-16
-24.699999999999996,2.8454268038222017e+19,4.217958144139243e-11,4.217958202662191e-11,1.0000000000004219,2.099700000001961,1.3660406355310887e+32,2.4289359721709346e+39,-3.022314549036573e+23,3.022314549036573e+23,-1.2442956149064114e-16
-24.68,2.733856024546326e+19,4.303166551648876e-11,4.3031665887791184e-11,1.0000000000004303,2.0997000000020005,1.2864886219780634e+32,2.24219050023754e+39,-3.022314549036573e+23,3.022314549036573e+23,-1.3479293464613327e-16
-24.659999999999997,2.6266599980692804e+19,4.3900962828024244e-11,4.390096299283569e-11,1.000000000000439,2.099700000002041,1.2115693570386111e+32,2.0698027024820754e+39,3.022314549036573e+23,3.022314549036573e+23,1.4601944274686555e-16
-24.64,2.5236671878809362e+19,4.4787821106030664e-11,4.4787821054612077e-11,1.0000000000004479,2.0997000000020822,1.1410130504364493e+32,1.9106687084564687e+39,-3.022314549036573e+23,3.022314549036573e+23,-1.581809737697327e-16
-24.619999999999997,2.4247127835137753e+19,4.5692595103838275e-11,4.569259486802703e-11,1.000000000000457,2.0997000000021244,1.0745656232578058e+32,1.7637695173055856e+39,0.0,0.0,0.0
-24.6,2.3296384368112718e+19,4.661564675102693e-11,4.661564652986781e-11,1.000000000000466,2.0997000000021675,1.0119877929930816e+32,1.6281644726832784e+39,-3.022314549036573e+23,3.022314549036573e+23,-1.8562709185045233e-16
-24.58,2.2382920085367804e+19,4.75573452778285e-11,4.7557345102639066e-11,1.0000000000004756,2.099700000002211,9.530542118610669e+31,1.5029852393398926e+39,3.022314549036573e+23,3.022314549036573e+23,2.0108742775922038e-16
-24.560000000000002,2.1505273249185698e+19,4.85180673755204e-11,4.851806709039413e-11,1.0000000000004852,2.099700000002256,8.97552655313852e+31,1.387430242812507e+39,-3.022314549036573e+23,3.022314549036573e+23,-2.1783540968453928e-16
-24.54,2.0662039437403447e+19,4.94981973427413e-11,4.949819689980601e-11,1.000000000000495,2.0997000000023016,8.45283257798952e+31,1.2807595366113884e+39,-1.5111572745182865e+23,1.5111572745182865e+23,-1.1798914094227515e-16
-24.519999999999996,1.985186929603957e+19,5.049812724822198e-11,5.049812664751783e-11,1.000000000000505,2.099700000002348,7.9605779302759115e+31,1.1822900640365307e+39,0.0,0.0,0.0
-24.5,1.907346638003885e+19,5.1518257075341454e-11,5.151825644836928e-11,1.0000000000005151,2.0997000000023953,7.496989961567447e+31,1.0913912842826414e+39,1.5111572745182865e+23,1.5111572745182865e+23,1.3846153918180454e-16
-24.479999999999997,1.8325585078682853e+19,5.255899489345245e-11,5.2558994544253085e-11,1.0000000000005256,2.0997000000024437,7.060399254441346e+31,1.0074811348251974e+39,0.0,0.0,0.0
-24.46,1.7607028622349007e+19,5.36207570153117e-11,5.36207566830365e-11,1.0000000000005362,2.099700000002493,6.649233610777515e+31,9.300223042333127e+38,0.0,0.0,0.0
-24.439999999999998,1.6916647167421698e+19,5.4703968152813765e-11,5.4703967822188356e-11,1.0000000000005471,2.099700000002543,6.262012390146583e+31,8.58518791541925e+38,0.0,0.0,0.0
-24.42,1.6253335956299264e+19,5.580906160682598e-11,5.580906122767477e-11,1.000000000000558,2.0997000000025947,5.897341177905254e+31,7.925127301524643e+38,0.0,0.0,0.0
-24.4,1.5616033549544157e+19,5.693647942864028e-11,5.693647898174867e-11,1.0000000000005693,2.099700000002647,5.553906763797034e+31,7.315814559232314e+38,0.0,0.0,0.0
-24.380000000000003,1.5003720127355298e+19,5.8086672599582224e-11,5.808667207471377e-11,1.0000000000005809,2.099700000002701,5.230472412977854e+31,6.753348006760798e+38,7.555786372591432e+22,7.555786372591432e+22,1.1188207360010487e-16
-24.36,1.4415415857637005e+19,5.926010121394773e-11,5.9260100695055e-11,1.0000000000005926,2.0997000000027555,4.925873412433288e+31,6.23412593787842e+38,1.5111572745182865e+23,1.5111572745182865e+23,2.424008064920469e-16
-24.339999999999996,1.3850179328060152e+19,6.045723465975379e-11,6.045723423256992e-11,1.0000000000006046,2.099700000002811,4.639012876755209e+31,5.754823558688413e+38,0.0,0.0,0.0
-24.32,1.3307106039600916e+19,6.167855180464906e-11,6.167855137478371e-11,1.0000000000006168,2.0997000000028674,4.368857798168808e+31,5.3123716975962706e+38,-7.555786372591432e+22,7.555786372591432e+22,-1.4222999031915734e-16
-24.299999999999997,1.2785326959148833e+19,6.292454119256474e-11,6.292454073562135e-11,1.0000000000006293,2.099700000002926,4.114435326588288e+31,4.903937152132777e+38,0.0,0.0,0.0
-24.28,1.2284007128869743e+19,6.419570123443616e-11,6.419570075485373e-11,1.000000000000642,2.0997000000029846,3.8748292663070214e+31,4.526904546786565e+38,0.0,0.0,0.0
-24.259999999999998,1.1802344330093654e+19,6.549254041450858e-11,6.549253980391861e-11,1.000000000000655,2.099700000003045,3.64917677670222e+31,4.178859585670611e+38,0.0,0.0,0.0
-24.240000000000002,1.1339567799595153e+19,6.681557747753223e-11,6.681557672932905e-11,1.0000000000006681,2.0997000000031063,3.4366652650774307e+31,3.857573592787087e+38,0.0,0.0,0.0
-24.22,1.0894936996206432e+19,6.816534166133683e-11,6.816534081804361e-11,1.0000000000006817,2.0997000000031694,3.236529460450828e+31,3.560989240891139e+38,-7.555786372591432e+22,7.555786372591432e+22,-2.121822104681962e-16
-24.199999999999996,1.0467740415794614e+19,6.954237288891145e-11,6.954237202101809e-11,1.0000000000006954,2.0997000000032333,3.0480486577531466e+31,3.2872073775735067e+38,-3.777893186295716e+22,3.777893186295716e+22,-1.1492712208442884e-16
-24.18,1.0057294452702816e+19,7.094722199389552e-11,7.094722107332386e-11,1.0000000000007094,2.099700000003299,2.8705441225109812e+31,3.034474864200898e+38,3.777893186295716e+22,3.777893186295716e+22,1.244990648459542e-16
-24.159999999999997,9.662942305834854e+18,7.238045092739057e-11,7.238044982913751e-11,1.0000000000007239,2.099700000003365,2.7033766466695546e+31,2.8011733498431808e+38,3.777893186295716e+22,3.777893186295716e+22,1.3486822662751667e-16
-24.14,9.284052927634385e+18,7.384263300350674e-11,7.384263182585712e-11,1.0000000000007385,2.099700000003433,2.5459442467533337e+31,2.585808908302892e+38,0.0,0.0,0.0
-24.119999999999997,8.920020014273051e+18,7.533435311623287e-11,7.533435180587139e-11,1.0000000000007534,2.0997000000035024,2.3976799960751153e+31,2.3870024718865506e+38,0.0,0.0,0.0
-24.1,8.5702610354361e+18,7.685620797129537e-11,7.685620663507963e-11,1.0000000000007685,2.0997000000035735,2.258049983188023e+31,2.203481000663816e+38,0.0,0.0,0.0
-24.08,8.234216302148563e+18,7.840880633796396e-11,7.84088050202635e-11,1.000000000000784,2.0997000000036454,2.126551389226954e+31,2.034069330665125e+38,3.777893186295716e+22,3.777893186295716e+22,1.8573077792261534e-16
-24.060000000000002,7.911348071154484e+18,7.999276927024941e-11,7.999276806244055e-11,1.0000000000008,2.0997000000037196,2.0027106772182826e+31,1.8776826488207298e+38,0.0,0.0,0.0
-24.04,7.601139684412048e+18,8.16087303771308e-11,8.160872910657336e-11,1.000000000000816,2.099700000003794,1.8860818868346666e+31,1.7333195464529506e+38,3.777893186295716e+22,3.777893186295716e+22,2.1795708604001196e-16
-24.019999999999996,7.303094742331288e+18,8.325733606199294e-11,8.325733460776521e-11,1.0000000000008327,2.099700000003871,1.77624502845652e+31,1.6000556068421686e+38,0.0,0.0,0.0
-24.0,7.016736309428492e+18,8.493924578451816e-11,8.493924415063182e-11,1.0000000000008493,2.099700000003949,1.6728045707557151e+31,1.4770374858036174e+38,0.0,0.0,0.0
-23.979999999999997,6.741606151127389e+18,8.665513233620295e-11,8.665513060237984e-11,1.0000000000008666,2.099700000004029,1.5753880163553518e+31,1.3634774473711207e+38,3.777893186295716e+22,3.777893186295716e+22,2.770777585705414e-16
-23.96,6.47726400048677e+18,8.840568209453569e-11,8.84056802775145e-11,1.000000000000884,2.09970000000411,1.4836445604371094e+31,1.2586483195978255e+38,0.0,0.0,0.0
-23.939999999999998,6.223286853678677e+18,9.019159530215505e-11,9.019159341903289e-11,1.000000000000902,2.0997000000041934,1.3972438274648589e+31,1.1618788381728086e+38,0.0,0.0,0.0
-23.92,5.979268293092792e+18,9.201358634822274e-11,9.201358442402524e-11,1.0000000000009202,2.0997000000042783,1.315874681475929e+31,1.0725493480380495e+38,0.0,0.0,0.0
-23.9,5.744817836980826e+18,9.387238405443673e-11,9.387238205670753e-11,1.0000000000009388,2.099700000004365,1.2392441056554797e+31,9.9008783548024e+37,0.0,0.0,0.0
-23.880000000000003,5.519560314603119e+18,9.576873196210385e-11,9.576872982213598e-11,1.0000000000009577,2.099700000004453,1.1670761471596929e+31,9.139662652903862e+37,0.0,0.0,0.0
-23.86,5.303135265874749e+18,9.77033886360688e-11,9.770338633142856e-11,1.000000000000977,2.0997000000045425,1.0991109233871319e+31,8.436971995354896e+37,1.888946593147858e+22,1.888946593147858e+22,2.2388913322325286e-16
-23.839999999999996,5.095196364553066e+18,9.967712796467275e-11,9.967712553637976e-11,1.0000000000009968,2.0997000000046344,1.0351036861210182e+31,7.788306762918278e+37,0.0,0.0,0.0
-23.82,4.895410864041573e+18,1.0169073946383245e-10,1.0169073661439533e-10,1.000000000001017,2.099700000004728,9.748239401711227e+30,7.189513283523562e+37,0.0,0.0,0.0
-23.799999999999997,4.703459064924174e+18,1.0374502860437471e-10,1.0374502529833658e-10,1.0000000000010374,2.0997000000048236,9.180546133420018e+30,6.636757234584372e+37,9.44473296573929e+21,9.44473296573929e+21,1.4230943404173562e-16
-23.78,4.5190338033784033e+18,1.0584081714061951e-10,1.0584081382060553e-10,1.0000000000010585,2.099700000004921,8.645912747389085e+30,6.126499090244697e+37,0.0,0.0,0.0
-23.759999999999998,4.3418399596472335e+18,1.0797894340834915e-10,1.0797893996480993e-10,1.0000000000010798,2.0997000000050203,8.142413985954972e+30,5.655471456327661e+37,0.0,0.0,0.0
